DataSource,tblName,tblObjectId,tblCreateDate,tblModifyDate,colName,colObjectId,colColumnId,colUserTypeId,colMaxLength,colIsNullable,colIsIdentity
fakesms,MDTB_COURSE_COMPLETION_STATUS,653183,2011-07-13 11:36:42,2013-03-10 20:28:24,ACTIVE,653183,5,175,1,0,0
fakesms,MDTB_COURSE_COMPLETION_STATUS,653183,2011-07-13 11:36:42,2013-03-10 20:28:24,CHANGE_DATE_TIME,653183,6,61,8,0,0
fakesms,MDTB_COURSE_COMPLETION_STATUS,653183,2011-07-13 11:36:42,2013-03-10 20:28:24,CHANGE_UID,653183,7,167,20,0,0
fakesms,MDTB_COURSE_COMPLETION_STATUS,653183,2011-07-13 11:36:42,2013-03-10 20:28:24,CODE,653183,2,175,2,0,0
fakesms,MDTB_COURSE_COMPLETION_STATUS,653183,2011-07-13 11:36:42,2013-03-10 20:28:24,DESCRIPTION,653183,3,167,255,0,0
fakesms,MDTB_COURSE_COMPLETION_STATUS,653183,2011-07-13 11:36:42,2013-03-10 20:28:24,DISTRICT,653183,1,56,4,0,0
fakesms,MDTB_COURSE_COMPLETION_STATUS,653183,2011-07-13 11:36:42,2013-03-10 20:28:24,STATE_CODE_EQUIV,653183,4,175,10,1,0
fakesms,SCHD_DISTCRS_BLDG_TYPES,1108932,2010-08-23 08:59:26,2013-03-10 20:28:29,ACTIVE,1108932,5,175,1,0,0
fakesms,SCHD_DISTCRS_BLDG_TYPES,1108932,2010-08-23 08:59:26,2013-03-10 20:28:29,BUILDING,1108932,2,56,4,0,0
fakesms,SCHD_DISTCRS_BLDG_TYPES,1108932,2010-08-23 08:59:26,2013-03-10 20:28:29,BUILDING_TYPE,1108932,4,175,5,0,0
fakesms,SCHD_DISTCRS_BLDG_TYPES,1108932,2010-08-23 08:59:26,2013-03-10 20:28:29,CHANGE_DATE_TIME,1108932,6,61,8,0,0
fakesms,SCHD_DISTCRS_BLDG_TYPES,1108932,2010-08-23 08:59:26,2013-03-10 20:28:29,CHANGE_UID,1108932,7,167,20,0,0
fakesms,SCHD_DISTCRS_BLDG_TYPES,1108932,2010-08-23 08:59:26,2013-03-10 20:28:29,COURSE,1108932,3,175,10,0,0
fakesms,SCHD_DISTCRS_BLDG_TYPES,1108932,2010-08-23 08:59:26,2013-03-10 20:28:29,DISTRICT,1108932,1,56,4,0,0
fakesms,SSP_INTER_MARKS,1291660,2008-02-19 13:42:50,2013-03-10 20:28:32,CHANGE_DATE_TIME,1291660,5,61,8,0,0
fakesms,SSP_INTER_MARKS,1291660,2008-02-19 13:42:50,2013-03-10 20:28:32,CHANGE_UID,1291660,6,167,20,0,0
fakesms,SSP_INTER_MARKS,1291660,2008-02-19 13:42:50,2013-03-10 20:28:32,DISTRICT,1291660,1,56,4,0,0
fakesms,SSP_INTER_MARKS,1291660,2008-02-19 13:42:50,2013-03-10 20:28:32,GRADE_SCALE,1291660,4,175,5,0,0
fakesms,SSP_INTER_MARKS,1291660,2008-02-19 13:42:50,2013-03-10 20:28:32,INTERVENTION,1291660,2,175,10,0,0
fakesms,SSP_INTER_MARKS,1291660,2008-02-19 13:42:50,2013-03-10 20:28:32,MARK_TYPE,1291660,3,175,5,0,0
fakesms,MED_CUSTOM_EXAM_TYPE,4389468,2013-02-26 12:36:09,2013-03-10 20:28:24,DESCRIPTION,4389468,3,167,255,0,0
fakesms,MED_CUSTOM_EXAM_TYPE,4389468,2013-02-26 12:36:09,2013-03-10 20:28:24,EXAM_SYMBOL,4389468,2,167,50,0,0
fakesms,MED_CUSTOM_EXAM_TYPE,4389468,2013-02-26 12:36:09,2013-03-10 20:28:24,EXAM_TYPE_ID,4389468,1,56,4,0,1
fakesms,MSG_DISTRICT_SETUP,4441523,2016-06-24 10:12:12,2016-06-24 10:12:12,ALLOW_ESP,4441523,4,175,1,0,0
fakesms,MSG_DISTRICT_SETUP,4441523,2016-06-24 10:12:12,2016-06-24 10:12:12,ALLOW_HAC,4441523,6,175,1,0,0
fakesms,MSG_DISTRICT_SETUP,4441523,2016-06-24 10:12:12,2016-06-24 10:12:12,ALLOW_TAC,4441523,5,175,1,0,0
fakesms,MSG_DISTRICT_SETUP,4441523,2016-06-24 10:12:12,2016-06-24 10:12:12,CHANGE_DATE_TIME,4441523,7,61,8,0,0
fakesms,MSG_DISTRICT_SETUP,4441523,2016-06-24 10:12:12,2016-06-24 10:12:12,CHANGE_UID,4441523,8,167,20,0,0
fakesms,MSG_DISTRICT_SETUP,4441523,2016-06-24 10:12:12,2016-06-24 10:12:12,DISTRICT,4441523,1,56,4,0,0
fakesms,MSG_DISTRICT_SETUP,4441523,2016-06-24 10:12:12,2016-06-24 10:12:12,EVENT_AVAILABILITY,4441523,3,175,1,0,0
fakesms,MSG_DISTRICT_SETUP,4441523,2016-06-24 10:12:12,2016-06-24 10:12:12,EVENT_CODE,4441523,2,175,15,0,0
fakesms,MR_PRINT_STU_COMM,4663560,2007-05-22 11:33:48,2013-03-10 20:28:26,CHANGE_DATE_TIME,4663560,35,61,8,0,0
fakesms,MR_PRINT_STU_COMM,4663560,2007-05-22 11:33:48,2013-03-10 20:28:26,CHANGE_UID,4663560,36,167,20,0,0
fakesms,MR_PRINT_STU_COMM,4663560,2007-05-22 11:33:48,2013-03-10 20:28:26,COURSE_SESSION,4663560,4,52,2,0,0
fakesms,MR_PRINT_STU_COMM,4663560,2007-05-22 11:33:48,2013-03-10 20:28:26,MR_DATA_DESCR_01,4663560,5,167,255,1,0
fakesms,MR_PRINT_STU_COMM,4663560,2007-05-22 11:33:48,2013-03-10 20:28:26,MR_DATA_DESCR_02,4663560,6,167,255,1,0
fakesms,MR_PRINT_STU_COMM,4663560,2007-05-22 11:33:48,2013-03-10 20:28:26,MR_DATA_DESCR_03,4663560,7,167,255,1,0
fakesms,MR_PRINT_STU_COMM,4663560,2007-05-22 11:33:48,2013-03-10 20:28:26,MR_DATA_DESCR_04,4663560,8,167,255,1,0
fakesms,MR_PRINT_STU_COMM,4663560,2007-05-22 11:33:48,2013-03-10 20:28:26,MR_DATA_DESCR_05,4663560,9,167,255,1,0
fakesms,MR_PRINT_STU_COMM,4663560,2007-05-22 11:33:48,2013-03-10 20:28:26,MR_DATA_DESCR_06,4663560,10,167,255,1,0
fakesms,MR_PRINT_STU_COMM,4663560,2007-05-22 11:33:48,2013-03-10 20:28:26,MR_DATA_DESCR_07,4663560,11,167,255,1,0
fakesms,MR_PRINT_STU_COMM,4663560,2007-05-22 11:33:48,2013-03-10 20:28:26,MR_DATA_DESCR_08,4663560,12,167,255,1,0
fakesms,MR_PRINT_STU_COMM,4663560,2007-05-22 11:33:48,2013-03-10 20:28:26,MR_DATA_DESCR_09,4663560,13,167,255,1,0
fakesms,MR_PRINT_STU_COMM,4663560,2007-05-22 11:33:48,2013-03-10 20:28:26,MR_DATA_DESCR_10,4663560,14,167,255,1,0
fakesms,MR_PRINT_STU_COMM,4663560,2007-05-22 11:33:48,2013-03-10 20:28:26,MR_DATA_DESCR_11,4663560,15,167,255,1,0
fakesms,MR_PRINT_STU_COMM,4663560,2007-05-22 11:33:48,2013-03-10 20:28:26,MR_DATA_DESCR_12,4663560,16,167,255,1,0
fakesms,MR_PRINT_STU_COMM,4663560,2007-05-22 11:33:48,2013-03-10 20:28:26,MR_DATA_DESCR_13,4663560,17,167,255,1,0
fakesms,MR_PRINT_STU_COMM,4663560,2007-05-22 11:33:48,2013-03-10 20:28:26,MR_DATA_DESCR_14,4663560,18,167,255,1,0
fakesms,MR_PRINT_STU_COMM,4663560,2007-05-22 11:33:48,2013-03-10 20:28:26,MR_DATA_DESCR_15,4663560,19,167,255,1,0
